Timestamp,"How did your conversation go?  Was it serious? Lighthearted? Humorous, or fun? Were you talking with friends, or family members, or acquaintances? ",How would you change this app to create the kind of conversation you want to have? ,Did something break? ,Did you experience any glitches with the app?,,"If you are a UW student using this app for a class, please enter your student ID",What events or questions did you find sparked the most conversation? Why? Where did those questions take your conversation? 
11/28/2017 17:46:32,"Our conversations were fairly serious, but we did throw in a mix of lightheartedness as well. I spoke with friends so you should always expect that. They knew that this was for my class so they tried to tackle each question with a legitimate answer.

I found it helpful to discuss things with people of different backgrounds and get a new perspective, although a lot of our answers matched up in ways that seemed like common sense, at least to us. Other questions I would have liked to have an older person as well as they referred to events that occurred when we were children.","Initially I was confused by the formatting. The question begins with a statement of a players age but the ACTUAL question is lower on the screen. Sometimes these questions didn't didn't seem to fit the upper background information either. Maybe include an instruction guide to explain how it works?

Having a way to record answers might also work well. We found that if each player answered and then discussed each others responses there was a lot less of ""yes I agree lets go to the next one"" and more interesting points made. Also, participants are known as players but there is no response system or scoring to make it a game.

Since the age is included at the start, maybe tailor the questions to people age? Hurricane Katrina questions were difficult to answer, I didn't watch the news when I was 9. Neither did any  of the other participants I had. ",,"Yes, it often links to a server error when you try to begin and I was also booted back to the beginning screen early on in my first attempt.",,1271075,"The questions that sparked the most conversation were mainly scientific ones. There was one in particular about trapping CO2 and returning it to the soil. The conversation started with a lot of confusion and curiosity, my friends didn't understand how that would work. Eventually we ended up watching a video on it.

There were also a few questions that seemed to halt the conversation. Questions about Katrina (when we were all 9) were difficult to answer as well as one about 'identifying with an ecosystem.' Others just required more thought. Should a river have the rights of a person? Should the US pay for past emissions as well as current ones? My friends had some interesting views on these."
11/28/2017 18:27:57,"The conversation went ok with most of the people. It was kind of serious but at the same time it was not really fun. The scenarios were a bit too intensive and many of the people who were playing couldn't answer very well.
The people I was talking to were my friends. They are aware of the severe effects of climate change, however it was kind of difficult to discuss about the questions because they were extensive in what they were asking. ","I would change this app to make it more similar to an actual game or competition. The reason being that this type too bland and boring and to be honest most people would not use the app on purpose or to pass time. I think if it was a game, more people could be engaged into the game.
The conversation that I would want to have would be one that was inspired by curiosity and/or the discussion between two conflicting sides so that people could see the viewpoints of other people.",,No I did not experience ay glitches or problems with the app.,,1727006,"One event that sparked a lot of conversation was the question about granting rivers the rights of a person and whether or not that was the same as giving corporations the rights of a person. It was an interesting question because it involved the ""rights"" of two different bodies or entities of ideas. This question led to the discussion of what the difference between a river and a corporation was and why they could be considered to be different.
Another event that sparked a lot of questions was the question about whether flooding or drought was worse. This one was interesting because they were both bad natural disasters. The conversations this sparked leaned more to the presentation of ideas the people had."
11/28/2017 18:48:06,"I had this conversation with my immediate family (my brothers, mother, and father) after our thanksgiving dinner. It was a great way to avoid awkward silences and long pauses created from post dinner fatigue. I think the conversation went well and since my family is composed of very nice individuals, they were more than willing to participate in proactive conversation. It seemed rather serious. ","I think the app did an interesting job in correlating the age of the players to the information that was given. Unfortunately that was the extent of the interaction between user and the app. If the app had multiple choice questions, it would be much better in fostering conversation and having people engage in conversation when working together to answer the questions given. That would increase the interactions between users and app and provide for more learning through the game.",,The questions ended abruptly and there was an error at the top of the page saying that no progress was made. This happened after we got through about 15 questions. ,,843004,"Being that my family is made up of business people and lawyers, the question that my family spent the most time on was the question regarding the equal weight between humans, rivers, corporations, and how they are seen in the eyes of the government. This was an interesting conversation because we were testing the implications of rivers having the same legal bounds as a human. This is interesting because we not only looked at how it would effect the rivers in New Zealand but also here in Seattle. This was a great talking point because it was interesting, something that we all have expertise in, and looking at how local representations were able to foster deeper conversation."
11/28/2017 18:49:09,"(I submitted one previously but I by accident did not follow the rubric for at least 2-3 paragraph each question. So I decide the submit this one which has longer answers for each question!) Since it was during the thanksgiving break, the conversation when pretty well with a relaxable tone. However, we were pretty serious on several questions. I talked with my roommates who are also college students. 
     
During the conversation, we firstly sat down around a round table in the living room, turned off the electrical devices besides the laptop, turn the lights off in order to create a focus environment. Then, we typed in our names into the app and started our conversations based on the questions on the app. 
     
The conversation went on smoothly thanks to the logical design of the app. We had some sparkling points on some topics and some tiny disagreements, both of which will be addressed in the following paragraphs.
","In my opinion, the app is already super good since there are valuable topics with engaging characters. There are 3 ideas for the improvement:

Firstly, to make it more involved, the app can raise the difficulty of the questions and engage in some quantitative problems.

Secondly, the app can engage in some animation in order to build a more virtual environment. For example, the environment can be a convention in New York on climate or a afternoon tea between climate professionals in London. In this way, players can choose their favorite environment.

Thirdly, the app can involve in more complicate game rubrics. For example, it can set the levels and rounds for each levels. Also, it can set the virtual gifts and prizes for the winners or the entire group for accomplishing the mission.

All the above are just my personal opinions. Above all it is a amazing app!
",,I did not experience any glitch during the using of the app. Every thing went throughly.,,1539609,"The events that sparked me and my roommates the most are: 
     
1: the question about if it is understandable or appropriate to give a river the same identity and status as people. This is a interesting topic that we had never thought about before with full of philosophy concepts. On this topic, our opinions were divided into two: one group of us thought that even though objectively a river is not a person and has no biological life, considering the importance of it for the ecosystem under the stress of climate change, we should accept the proposal of giving rivers the same status as people in order to promote environmental protection. Another group of us thought that rivers should not be granted the same status as people, otherwise every implement on river constructions should go through the human right judgement. Over all, we did not come to an agreement, but it was still a ponderable experience.
  
 2: the recollection of a storm that we had experienced. One of my roommates is come from Hong Kong and just experienced a storm this summer back home with heavy rains. The storm did bring many rainfall and windy days to the cities and caused some inconvenience to people who lived in the city, yet luckily it did not cause any serious damage of property thanks to the effective management of the government. 
  
 3:the last question that sparked our thinking was about if individuals and countries should pay for what they emit to the air. Logically, it sounds to a certain degree since it is fairly for one to be charged for want he or she negatively done to the air. However, practically it faces some difficulties to come true. First, there is lack of technology to track the emit of one person per day. Second, if we assume that in the future this kind of technology devices will be invented, the accessibility for each person to this kind of device will remain questionable. Lastly, if all the above prerequisites could be achieved, as more and more proportion of emotion coming from developing countries, it will be more and more difficult for them to afford the huge portion of charge due to their financial limitation. 

even though we did not reach agreement on every point, the sparking points made the conversation more considerable.
"
11/28/2017 18:54:42,"The conversation was lighthearted but also contained a few serious aspects where we discussed the impacts certain problems had on our daily lives and people around the world. The people in the discussion were friends, a few of us with interest in this particular subject manner. Talking with friends was helpful in having a productive conversation because all of us have some sort of background experience with climate change impacts through what we see within the media or just personal experiences. 

A few times it was serious when we had a couple disagreements in the discussions. But each topic we talked about with one another, we tried to find what we had in common and understand each person's perspective. The conversation was specifically interesting with how the stories given for a person related to the person's age. ","I think in order to make the app better, it should have been a bit more interactive with buttons to press that could connect to the questions. For example, there could have been buttons with questions that sparked thinking and helped bring up more points in the conversation.
I think the app was a bit bland in that sense because it practically just served as a toll to create questions in relation to the year a person was born. There was nothing really fun or exciting about the app so discussions were just trying to answer the question. ",,"When you change the number of topics per person at the bottom of the screen, the app brings you to a page that says Internal Server Error. ",,1721175,"The question ""Do you think it makes sense to give a river the same rights as a person? Is this different than giving a corporation the same rights as a person?"" sparked a great amount of conversation among us all because we started discussing a lot about people's rights as well as how the Earth is treated and so forth. The events that connected to the question also brought up questions if the Ganges river is actually protected and treated well but when we searched it up, the river looked filthy and not treated with respect. So in a way that answered part of the question, rivers and humans are different and although they should be respected rivers are to be used as resources but without littering them. 

Another question that sparked conversation was the one about the U.S. paying for previous carbon emissions. There were many ways to think of this question and the way I thought of it was if it ever got to the point where each country had to pay for the carbon they emitted harming the Earth, I don't think it makes sense to make people pay. Since the industrial revolution where fossil fuels came up, it was a learning process for humanity and something everyone began to do. And as we continue to grow as a species, we are still learning new ways to advance and releasing fossil fuels was one part of learning. "
11/28/2017 18:50:31,"While our conversation was took the line of serious topics, the atmosphere of the discussion was lightened by humorous remarks. It was enlightening and entertaining to listen to my family's and friends' thought on climate and environmental issues. A friend of mine, an Indian, gave his perspective on the issue of rivers' rights. How the Indians thought of their sacred Ganges river caught our attention and widened our horizon.
As we began to dive into how we could bounce back from some of the environmental damages done, some of the different ideas that we had were competing with one another. When an argument seemed competitive, the group took a vote to see how many people believed on either side.","I would not change anything big from the app. The app did well to show real life situations and to present intriguing questions that started discussions and arguments.
If anything could be improved, the users should be given the choice to which topic to view or not. For example, the app could present a menu that displays topics of different nature with each topics containing different issues and respective questions.",,No,,1730919,"One of the interesting event/question was ""Canadian citizens in British Columbia voted to charge people and companies for dumping carbon pollution into the air.""  If this policy was to be put into action worldwide, that would mean it would make Americans one of the most serious criminals in the world because of our loads of carbon emission. It was interesting because it was an issue of our quality of life and the blame for the current climate change.
Second event/question was ""What do you think would be harder to handle -- major flooding or a long drought?"" My friend, who lived in California, said, with current technology and methods, drought would be easier to handle than a flood, which could happen in matter of less than an hour. For example, water can be irrigated from different regions to support a drought ridden area, while there are only so many things that can be done in a flood."
11/28/2017 18:59:18,"The overall conversation went greater than I expected. I never had a conversation with my family regarding the issue of climate change when we all contributed or shared our thoughts. It was usually just me ranting about current climate situation or how our family isn't environmentally friendly enough. The conversation was pretty serious with the mix of humor.
Our family have a tendency to not bring up any serious or controversial topics both because we're not interested and we're not a very big fan of debates or arguments. However, the word ""conversation"" definitely made things easier for the members in our family to actually open up to start the conversation and applications like this is definitely helpful to avoid the awkwardness in the middle of the conversations since everything is done by the app.","I think it would be great if we could have a button to go back to the previous question. When we wanted to refer back to the old question, we couldn't do that and no one in our family had great memory. Also, the app could be more visually appealing. For example, having pictures related to the questions, have a map showing the location in the picture and such. 
It will be a lot of work but I think making the questions to be country specific might be really helpful for people like my parents to relate to. Depending on the records of the countries' experience, the types of questions might change so that the responders could have better knowledge and emotional attachments to their responses.",,Nope,,1767208,"The question ""Do winters feel different than they used to?"" sparked the most conversation for our family. I feel like the question was most relatable to my parents because they've had experienced the old climate compared to the current climate. Unlike me and my sister who couldn't really think back to remember how the old climate was like. 
My parents didn't speak much until this question popped up. They talked about how they've spent winter, how it was more intense than it is now, and they thought that the seasons in Korea have changed significantly as if there is no more spring and fall because they're too short. They seemed to have noticed a lot of changes on the seasonal characteristics. My sister and I definitely learned a lot about how it was like at our parents' times."
11/28/2017 19:00:12,"I was talking with family members, which allowed the conversation to be mostly light hearted. Some people in my family take climate change and politics more seriously than others, which affected the direction of the conversation. For example, my brother who is 16 doesn’t know much about climate change and we have never talked about it together before. He also doesn’t follow the politics of the issue, and I believe in some ways he minimizes it as a serious issue. On the other hand, my mom follows the issue of climate change more closely in terms of the political aspects and is more concerned with its relevance to society. 

Because of the differing knowledge and investments in the issue of climate change, different family members would shift the direction of the conversation. My brother would often take questions more lightheartedly, while my mom was really invested in expressing her opinions and taking the conversation seriously. 
","I noticed throughout the conversation that the people who are most knowledgeable and have the strongest opinions tend to dominate the conversation. Often the same person would answer first or give the longest answer for questions simply because they were more passionate about the issue. 

I think it would be more constructive to require each person to have a turn to answer first or just have more regulated responses. One of the good things about this app is that it allows people who wouldn't usually have these types of conversations to express themselves and learn from others. I think the app would be most effective at accomplishing this goal if it were to try to engage every participant in a more equal way. ",,No,,1730794,"One question that sparked the most conversation was the one that asked, if rivers can be treated as people is this different than corporations being treated like people. This got the people in the conversation to think a little deeper about the ethics of these regulations. Everyone in the conversation agreed that it was justifiable to classify the river with the same rights as a person because of its religious, cultural or economic significance. However, my family is generally progressive and democratic in terms of politics, so everyone also agreed that corporations should not be given the same rights as people.

This question forced the participants to justify their previously held beliefs and consider other opinions such as, if companies support the livelihood of people as these rivers do, shouldn't they be considered to have the same rights as a person? Ultimately, it led the conversation to the conclusion that populations protect and respect the environment less than they protect and respect their jobs and livelihood. Often it is hard to see the effects of harming ecosystems first hand and therefore rivers and other ecosystems are at greater risk of being damaged. Corporations are self-sufficient and don't need as much protection because they are more resilient as well. "
11/28/2017 19:05:40,I had a conversation with my family and friends about the impacts of ice melt on animals especially polar bears. Our conversation was pretty serious and we mostly talked about what would happen to polar bears if sea ice keeps melting,Including a topic list of general ideas on climate could sparked some discussions for the party to discuss about. This would make the discussion flow more smoothly as the group can pick a topic that they are interested and talked about it,,"When i inputed everyone's name into the app and clicked continue, there was an internal server error which occured",,1620149,We started off discussing about why the population of polar bears are decreasing  which led of to a serious debate about ice melt in the arctic ocean. This discussion was important to us because we wanted to be more aware about whats the changing climate is doing to the animal ecosystem
11/28/2017 19:18:25,"For my conversation I was talking with my younger brother and dad. I felt it was important to have a difference in generations, so we could gain input both from how me and my brother feel about the topic as teenagers, as well as my dad who has been exposed to different politicians, media sources and science surrounding the topic as he grew up. The conversation was focused, but lighthearted as my dad reflected and shared some funny stories regarding the perception of climate change when he was younger. 

I was glad I had this conversation with family members because I was free to share exactly what I felt with no reservations. If I were to have this conversation with people I was not as close with, I feel I would not be able to get into the same level of depth of conversation. I also believe that would be true for the others I had my conversation with. Conversely, it may be better to have these conversations with people you are not close with or do not know very well. The benefits of doing it with people you are not as close with would be that they could offer different perspective or have more experience in a field than people in your family. Regardless, the app provides thought provoking questions and encourages engagement on important topics.","I would make two changes if I were to improve conversation with the app. The first would be to add visuals. For example, on the question that deals with drought in California it would be beneficial to show changes in depth in reservoirs or annual precipitation. These would fully illustrate the magnitude of the issues we are facing and further highlight the importance in having these conversations.

The second change I would make would be to add some sort of concluding page for each question. This would provide a good closing point in the conversation as well as validate that there are multiple views on the issues. For example, if after a question there was a pro/con list, it would validate both sides of the argument as well as possibly provide more information on the topic. Right now, I feel that once people are done talking there is no wrapping up the conversation and all the good conversation that was had just fades away.",,N/A,,1730414,"One aspect of the app that I really enjoyed and helped facilitate discussion were those that asked about our experiences or family experiences. For example, the question in coal segment that helped add depth to the conversation was, ""Has a family member or someone you know worked in a coal mine?"" This question was good for improving the conversation because it connected the topics to someone's personal situation. Even if someone does not know an individual who worked in a coal mine, the follow up questions are able to put them in the situation of someone who does. This allows for more personal connection to the topic. 

The topic that drew the most engagement was that of charging corporations for dumping CO2 into the atmosphere. This is the topic that drew the most conversation which was a result of, I believe, generational differences. I felt that this was fair and would encourage individual corporations to assume responsibility for their share of emissions, but my Dad took the opposite view and argued that the negative economic results would outweigh the positives. I believe this was the fiercest conversation because my brother and I had not worked and felt the full burden of economic changes, whereas my Dad has. "
11/28/2017 19:37:24,"My conversation between my brother and sister went smoother than expected. At first, it was tough to find time where all of us were free, but then they made some time for me (roughly 30 mins) and went into depth of how we feel towards certain topics. While most of the discussions we had were fairly serious, we had fun with it as well. Here and there we would crack jokes, but a few times we also thought hypothetically and how the world would be different, if at all, if their current views were in place rather than how most of the world views a topic.

	There were some questions/scenarios that I couldn’t relate to, nor did I have much of an answer to other than ‘no’, but to hear the other side of the story broadened my perspective. Far too often, myself included, we stand so firmly in what we believe in that we don’t consider the other side of an argument. While having passion for a side is completely fine, we let this “passion” blind us in a way. This passion makes us one-sided and fail to be considerate of what others may believe/think, and I think that’s a flaw many of us carry along with us.","One way this app can improve is to provide both sides of a controversial question, as there may be people that don’t know what side to argue for due to the lack of knowledge in the topic. For example, I stumbled upon the question “Do you think it makes sense to give a river the same rights as a person? Is this different than giving a corporation the same rights as a person?” I actually ended up skipping the question and only my sister took a broad stance at it. They could perhaps add towards the question by offering a justification to agree and disagree on the question provided to help users get an idea of what the topic relates to.

	We make decisions based on information we know (or think we know) such as consequences and outcomes, but even if a group of people knew the same information, they wouldn't all make the same decision. Decisions are made based on personal preferences and values as well, therefore, having an idea or two provided for each side to jump start our brain/bounce ideas off of will help us come to support one side or another when it comes to an argumentative topic. Also, this will create less confusion on the topic at hand and help users get a better sense and understanding of costs and benefits affiliated.",,No,,1631211,"One of the discussions we had asked “Have you or anyone you know experienced a damaging storm?” While both my sister and I answered no to this question, my brother knew of a friend who lived in Korea and his home got hit by a 5.7 magnitude earthquake. While this number may not seem too severe, he still lost some precious belongings that have been handed down from his grandparents and his family took a hit in their crops that they’ve been growing for years.
	
	The conversation regarding this discussion mainly centered around what we, as citizens, could and should do to help those that are in a less fortunate situation than we are. My sister said “I believe that emotions and understanding of our feelings are important to each and every one of us daily” and I completely agree with that. Regardless of proximity or friendship or stature, we should be “feeling” for those that have been through unlucky scenarios with our actions instead of just having pity on them. If we were to donate/spread any form of love at least once a week, how much better off will the world be?

	In practical terms, one way that I could change my behavior to better help the needy would be to is to set up reminders on my computer. For example, when I'm on my laptop trying to online shop, I could place my place my wallet by me and turn on this ""self-control"" application on my laptop that would notify me to help a stranger somewhere in the world. Whenever my wallet is out on my desk, I feel tempted to spend money or at least shop online. In general, I should choose to place myself in an optimal environment where I can achieve my goals of helping or otherwise."
11/28/2017 19:52:13,I had one conversation with my family and one with my friends at school. My conversation with my family was very serious as my dad was very opinionated on the subject. With my friends it was pretty casual and we bounced ideas and discussion off each other.,Have more broad conversations that you can branch off of to have open ended discussion.,,"Yes, it would not let me go past a single round of questions, so I had to restart many times and converse with both my family and friends.",,1765564,I think the question that sparked the most conversation for both my family and my friends was the question about global average temperature and how it affects peoples' views of climate change. For my family it caused some argument of the effects of that temperature increase and with my friends it sparked conversation on how to better show how serious the issue is rather than say the earths average temperature is increasing by 0.9C.
11/28/2017 20:32:43,"When using this app I thought it would be interesting to hear what my friends had to say about the issue of global warming seeing as I feel very strongly, but I wanted to hear their views and opinions on the matter. It started out as a pretty lighthearted and interesting talk but pretty soon we realized we had some slightly different views, especially since we grew up in different place, and it became a more serious conversation. 

Two us are from the Seattle area and have grown up around this issue pretty much our whole lives and felt pretty strongly about things dealing with cutting emissions no matter the price. However, one of my other friends is from Spokane and she agreed with most of what we were saying but told us all about her own family and how they barley recycle or compost there and so, while she agrees in global warming, has a harder time agreeing to the different ways we might help. Lastly, one of my friends is from Idaho where they do no recycle at all and her family has almost no concept of going green and helping the environment. While she is more environmentally conscientious than them, she was raised in an environment where global warming was not an issue and this has become ingrained in a part of her. This meant while she agrees that global warming was real she couldn't quite get on board with a lot of the solutions presented in the questions. ","If I were to change this app I would make the questions a little more directed towards how people feel about things like the consensus among scientists on global warming, or if people believe that scientists are funded for saying these things, or about their thoughts on what global warming is and how big or small of an effect it has on our earth. While these questions were all very interesting and drew some great conversations out of us, I wanted to go even deeper into what they thought was true or false about the issue, and what they thought should be done to fix it or if they didn't believe there was a problem to be fixed. Many of these questions were able to lead into conversations such as these and it did give interesting history about the subjects being asked, but I wanted to go even deeper into global warming than just asking about what it would be like to live near a coal mine. 

The conversations were deep, and I did learn a lot so overall i thought this app asked many great questions. When I was going into this however, I was expecting more questions that directly asked people about their thoughts on global warming. This is not a bad thing at all, I just got the feeling that since I went into this game expecting these kinds of questions, others might open it and be slightly confused on some of the questions they asked, and even though they all relate to global warming, they don't get to the heart of the issue at all with these kinds of questions. ",,"The first few times I tried to enter my three friends names in it would say error, so I had to enter only one name at a time to get it to work. ",,1630361,"One interesting question that we came across talked about how Canada started charging for putting carbon and pollution into the air, and asked about if we should put a price on these emissions everywhere. Of course myself and my friend from Seattle agreed even though we knew how hard this would be and how high the price of this could get. My friends from Spokane and Idaho however thought in theory it was a good idea but could not wrap their minds around the idea of actually paying for that. They argued that they did want to reduce emissions, but they believed that there were better and cheaper ways of going about it. 

Another interesting question that really made us think was one asking about what it would be like to work in a coal mine since this has become a huge source of our emissions. This one took us all back and we got into a huge discussion about poverty and the harsh conditions that come with many of the pollutants being let into our environment. We also talked about how people living near these mines must have also been subject to the harsh air from being so close to this pollutant, and how it must have effected the level of wealth within the community. After talking deeply about this and realizing how lucky we are to be living where we do, we were unanimous in agreeing that it would be great to have more solar and wind powered machines to take over for these coal plants. 

Another extremely interesting topic we cam across was one regarding giving a river or sacred piece of environment the same legal rights as a human being. We discussed and could not come up with any super important places of our own in the environment that we would want to have the same rights as us, mostly due to our culture and the way we were raised. We were not taught to value these kinds of things as others were, and it was saddening in a way when we realized this because if we don't care about even one piece of land enough to give it the rights of people, would we care enough about the environment as a whole to stop global warming? After coming to this strange realization we came across the question asking us if it made sense to give the river these rights since we do the same kind of things for corporations. We all hesitantly agreed that the river should get these rights but for some reason we felt weird about agreeing that it should have these rights. We all knew this was good and very important to its ecosystems but it went against a lot of what we had been taught and so was a weird concept to understand. This one question led to one of the best conversations and really made us all think about how the way we are raised really effects our thinking and we don't always realize it. "
11/28/2017 20:33:13,"The conversations went fairly well. I talked with two of my closest sorority sisters - one from Northern California and the other from around Woodinville, WA. Since we are so close with each other, we felt free to express our opinions on certain topics and not have to worry about being criticized. The conversation definitely switched back between serious to more lighthearted because none of us are experts on really any of the topics. None of them have taken an atmospheric science class yet either so they didn't know a whole lot of scientific reasoning/evidence for the topics so the conversations were pretty surface level or based on our own personal experience. Overall, I would say it was a nice conversation to have and to see the opinions of my closest friends and the people I'm living with. 
","To create the kind of conversations we were having, I would change some of the questions that were asked. Some of them I think were too specific or too complex for people who have never taken an atmospheric science class before or have very little knowledge on the subject of climate change and global warming. One of the questions especially confused my friends; the one about capturing carbon pollution and storing it in the ground. My friends didn't really know what that was so there wasn't a whole lot to talk about on what that question was asking in specific. That whole process happened a couple of times (maybe 3-4) so maybe making the questions a little more general/about more common knowledge could help spur a little bit more conversation for everyone and not just those with knowledge in this topic. Some of the questions were also a little boring in a sense, as in there wasn't a whole lot to talk about with that question because it was pretty straight-forward with not a whole lot to elaborate on.",,"At a certain point in some of the topics, the game would exit out, go back to the page where people enter their names, and say their was an error and that no previous game progress was found.",,1676951,"The questions that sparked the most conversation were those about the droughts/flooding and the ones about carbon pollution. It wasn't necessarily the specific questions themselves that we focused on though. If we didn't really have a lot to talk about with that specific question, we would just talk about the general topic of the question like floods and droughts and our experiences in them. My sister from California has had a lot of experience with droughts, whereas my other sister and I have not since we are from Washington. My sisters also started talking more about car pollution and other sources of energy and pollution in general after one of the questions sparked other questions. I feel like the questions we were prompted with were good starting points but a lot of the times we strayed from that specific question to talk about more things we were interested in."
11/28/2017 20:37:20,"My conversations with my family, (mom, dad and brother) went really well. I was surprised by how informed they were on these topics. It was funny at times but also we got into some deeper conversations. There were sometimes when one person did not feel the same way but was open to listening to other ideas. 
I think this conversation was good to have and it should be more prevalent because it really was not “scary” or anything it was just talking and sharing information. The reason so many people do not understand what is going on with the climate right now is because we don’t like to talk about these things. However, I am glad this site helped foster those conversations which lead into conversations about other topics too.","I really thought the app had great information. Because my parents are very close in age and so are my brother and I some of the conversation starters got repeated but with that we would just elaborate more. I think this app did a good way of making people think about how we as a population are reacting to it and how we understand/or don’t understand what is going on in this world around us. We all agreed that there needs to be more facts presented to people to influence change and less facts spread to influence selfish things (votes, businesses, etc.)
I think it would have been fun at the beginning to ask quick questions that were like common misconceptions of climate change and what we know because it would help us to understand that persons knowledge and view point of the topic. However, I do appreciate the very non confrontational tone to this app and that it fosters a conversation and not an argument. I can see how that could be an argument starter depending on the people.",,"No glitches, just a repeated question here or there.",,1732813,"Paying for emissions  provoked the most conversation in my family. We talked about if companies or homes should have to pay for the emissions they’re outputting or if countries should pay for what they have already emitted. I can see where this would become heated with some people. However, in my situation we all kinda agreed that yes we have created this problem so we need to fix it or the thought that nobody will change anything unless they are impacted (monetarily, etc.) by it. 
Which then lead to the conversation about the world needing to come together to solve this problem and that if people actually knew the true facts (untouched by media, politicians, etc) then perhaps it would be easier to turn this around. We did agree though it is sad how many people are convinced by the skewed information (or lack there of) people have fed them. This was a really good conversation and my parents brought a lot of different perspective just from working in their jobs of how they have seen these changes attempted to being made but how complicated it is without everyone involved."
11/28/2017 20:39:00,"I actually decided to pull up the climate conversations application with my informatics group during our study break session and had a really calm conversation of the topics given. Because we have overlapping ideas and beliefs of these topics it went really smoothly but mostly light heartedly. It was very interesting to have a set of ideas and questions given to us as any topic that delves into our climate and earth can be a bit confusing as we do not know where to start, speaking in a casual setting sense. 

Overall it did feel like I was being very engaged with the topic of discussion but also being able to learn any new concepts is a plus in itself. The climate conversations app is beneficial in terms of thinking about such issues amongst others and having a clear space to talk with friends and family. ","The conversation is the coolest aspect here but I would much rather prefer knowing what it is. The interface could have the title and as we proceed to the name and birth year portion it didn't seem like a user would know what it is about overall. The discussion that came up about this app is that it could have a bit more extra detailing in terms of the climate conversation title and background info of why this even exists. 

Another thing to think about is during the questions, there could be a back arrow implemented, say if a user wants to go back to the previous discussion or point. Along with that, having a ""go back to menu"" option would be nice if someone would like to change the amount of topics or add another individual.",,We did the discussion twice while changing our birth years just to see what would happen and I did a test run afterwards on my own and noticed nothing odd or laggy within the application!,,1620994,"There were two questions that sparked my interest in specific, the first one involved the question of people everywhere paying to pollute the air. My group felt kind of weird about it in the sense of how would you exactly measure the emission of pollutants and put a price to it. And if so, why would it be so beneficial since everyone pollutes the air one way or another. This question actually led to a small debate of how this would take place but the ethics behind the idea.

Another question that peaked our interest is giving a body of water (river) the same rights as a human essentially. It went back to the idea that some have debated involving animals getting the same rights as humans. But in a sense we came to a strong consensus that it is right to do so if whatever ecosystem is benefitting the people but most importantly the wildlife that resides there. Without taking it seriously there would be serious issues that could arise. These two were really fun questions to think about as it correlated with our lives in a way. "
11/28/2017 21:34:37,"I talked with some of my cluster mates. Everyone took it relatively seriously, but there were a few jokes here and there (about Al Gore, etc.) When I asked the questions, many people gave thought provoking responses. For example, when asked about the Maori tribe in New Zealand and their relationship with their sacred river, many of my cluster mates found the court ruling to be kind of 'dumb'. However, one person brought up the point that maybe the tribe used the river for survival (food, water). After that, many people agreed that treating the river with the utmost respect is important.

Many people confessed to knowing very little about climate change. They said that it was hard to find a readable article on climate change that wasn't incredibly biased and therefore untrustworthy. They said that the information is definitely out there, but all the papers, articles, etc. about climate change that are trustworthy are written in 'scientific language' (language that the average person would not understand).

Overall, I thought the conversation went very well. There was just enough of a serious tone to have a legitimate discussion, but it wasn't too much where a person felt uncomfortable sharing his opinion.","I thought the app did a relatively good job fostering the kind of conversation that I wanted to have. I liked how the questions to the topics were posed in an order from more basic to more thought provoking. This really allowed people to 'warm-up' to the questions. The questions at the end of the topics were always open-ended and gave rise to some very interesting conversation.

As for things that I would change; the opening page when you first click the link (it has a depiction of a globe and the sentence ""let's talk climate change"" in a circle) is slightly confusing and I could see how someone not familiar with computers may be confused by where to click. Making that title page more seamless would improve the experience in my opinion. I think adding pictures to the topics and questions would make the experience feel less like you're taking a test. Something visual always spurs memory and ideas as well.",,"Yes. When I choose both a large number of people to play and a large number of topics per person, the arrow at the bottom takes me to a page that says ""Internal Server Error"". This problem is fixed when I either decrease the number of people or decrease the number of topics per person.",,1739082,"The question about whether floods or droughts are more devastating sparked a lot of discussion among the cluster. When asked, all of the cluster (except me) said that droughts are more destructive than floods. One of my cluster mates is from California and he said that there was definitely a noticeable change in the climate, parks, and general irritability of people during the long drought that just ended last year. He said that many places that experience drought regularly are major food producers (California, the Mediterranean). So this not only has a negative effect on the economy of the area, but also can cause life threatening conditions for the poor in the area. However, I claimed that floods were more devastating than droughts because you really cannot tell with sufficient warning time when a bad flood will occur. I live in New Jersey, about a mile from the coast, so I saw first-hand what a super-storm induced flood can do (Superstorm Sandy). My uncle's house resides around 200 yards from the ocean (but about 3 feet above sea level). So when the storm was over, the flood line in his house was up to 2 feet on his SECOND floor. Many people in the area lost their entire house and everything in it. It really was a scary time for that part of the country. For that reason, I think floods are more devastating that droughts.

A general fact that my cluster found astounding was that 2/3 of Washington state's electricity comes from hydro power. I told them that, while this is a form of renewable energy, it does heavily impact the ecosystems around the river - mainly migrating fish trying to swim upstream to spawn.

Generally, I found the questions just to be jumping off points for more in depth conversations about global warming and related problems."
